data,natureza_acidente,bairro,conservacao_via,pedestre,veiculos
2020-07-06,COM VÍTIMA,IBURA,Perfeito estado,0,2
2020-07-06,COM VÍTIMA,IPUTINGA,Perfeito estado,0,2
2020-07-06,COM VÍTIMA,JARDIM SÃO PAULO,Perfeito estado,0,2
2020-07-06,COM VÍTIMA,MANGABEIRA,Perfeito estado,0,2
2020-07-06,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-07-06,COM VÍTIMA,BEBERIBE,Perfeito estado,0,2
2020-07-07,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-07-07,SEM VÍTIMA,BONGI,Perfeito estado,0,3
2020-07-07,COM VÍTIMA,ÁGUA FRIA,Perfeito estado,0,3
2020-07-07,SEM VÍTIMA,PARNAMIRIM,Perfeito estado,0,2
2020-07-07,COM VÍTIMA,AFOGADOS,Perfeito estado,0,2
2020-07-07,SEM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-07-07,SEM VÍTIMA,SANTO AMARO,Perfeito estado,0,1
2020-07-07,SEM VÍTIMA,ENCRUZILHADA,Perfeito estado,0,2
2020-07-07,SEM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-07-07,COM VÍTIMA,GRAÇAS,Perfeito estado,0,2
2020-07-07,SEM VÍTIMA,DERBY,Outros,0,2
2020-07-08,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-07-08,SEM VÍTIMA,TAMARINEIRA,Perfeito estado,0,0
2020-07-08,SEM VÍTIMA,JOANA BEZERRA,Perfeito estado,0,2
2020-07-09,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,3
2020-07-09,COM VÍTIMA,IPSEP,Perfeito estado,0,2
2020-07-09,SEM VÍTIMA,PINA,Perfeito estado,0,2
2020-07-09,COM VÍTIMA,BAIRRO DO RECIFE,Perfeito estado,0,2
2020-07-09,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-07-09,COM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-07-10,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-07-11,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,1
2020-07-11,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-07-11,COM VÍTIMA,TORRE,Perfeito estado,0,2
2020-07-11,COM VÍTIMA,NOVA DESCOBERTA,Perfeito estado,0,2
2020-07-11,COM VÍTIMA,IPSEP,Perfeito estado,0,2
2020-07-11,COM VÍTIMA,SANTO ANTÔNIO,Perfeito estado,1,1
2020-07-11,COM VÍTIMA,MONTEIRO,Perfeito estado,0,2
2020-07-11,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-07-12,COM VÍTIMA,TORRÕES,Perfeito estado,0,2
2020-07-12,COM VÍTIMA,CASA FORTE,Perfeito estado,0,2
2020-07-12,COM VÍTIMA,SANCHO,Perfeito estado,0,2
2020-07-12,COM VÍTIMA,SANTANA,Perfeito estado,0,2
2020-07-12,COM VÍTIMA,ÁGUA FRIA,Mal iluminada,0,2
2020-07-13,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-07-13,SEM VÍTIMA,SÃO JOSÉ,Perfeito estado,0,3
2020-07-13,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-07-13,SEM VÍTIMA,NOVA DESCOBERTA,Perfeito estado,0,3
2020-07-13,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,4
2020-07-13,COM VÍTIMA,AREIAS,Perfeito estado,0,1
2020-07-13,COM VÍTIMA,JAQUEIRA,Perfeito estado,0,2
2020-07-13,COM VÍTIMA,CORDEIRO,Perfeito estado,0,2
2020-07-13,SEM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-07-13,SEM VÍTIMA,IPSEP,Perfeito estado,0,2
2020-07-13,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-07-13,SEM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-07-13,COM VÍTIMA,ILHA JOANA BEZERRA,Perfeito estado,0,2
2020-07-13,COM VÍTIMA,AFOGADOS,Perfeito estado,0,3
2020-07-13,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-07-13,COM VÍTIMA,ARRUDA,Perfeito estado,0,2
2020-07-13,COM VÍTIMA,MACAXEIRA,Perfeito estado,1,1
2020-07-13,SEM VÍTIMA,AFOGADOS,Perfeito estado,0,2
2020-07-13,SEM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-07-13,COM VÍTIMA,CORDEIRO,Perfeito estado,1,1
2020-07-13,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-07-13,SEM VÍTIMA,JARDIM SÃO PAULO,Mal conservada,0,2
2020-07-14,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-07-14,COM VÍTIMA,DERBY,Perfeito estado,0,3
2020-07-14,SEM VÍTIMA,AFOGADOS,Perfeito estado,0,2
2020-07-14,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-07-14,COM VÍTIMA,DERBY,Perfeito estado,0,2
2020-07-14,COM VÍTIMA,BOA VIAGEM,Mal iluminada,0,2
2020-07-14,COM VÍTIMA,MANGUEIRA,Perfeito estado,0,2
2020-07-15,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,3
2020-07-15,SEM VÍTIMA,DOIS IRMÃOS,Perfeito estado,0,2
2020-07-15,SEM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-07-15,COM VÍTIMA,PAISSANDU,Perfeito estado,0,2
2020-07-16,SEM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-07-16,COM VÍTIMA,VÁRZEA,Perfeito estado,0,1
2020-07-16,COM VÍTIMA,PINA,Perfeito estado,0,2
2020-07-17,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,1
2020-07-17,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-07-17,COM VÍTIMA,JOANA BEZERRA,Perfeito estado,0,2
2020-07-17,SEM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,3
2020-07-18,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-07-18,COM VÍTIMA,VÁRZEA,Perfeito estado,0,2
2020-07-18,COM VÍTIMA,ARRUDA,Perfeito estado,0,2
2020-07-18,COM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-07-18,SEM VÍTIMA,AREIAS,Perfeito estado,0,2
2020-07-18,COM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-07-18,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-07-18,SEM VÍTIMA,ESPINHEIRO,Mal iluminada,0,2
2020-07-18,COM VÍTIMA,ALTO JOSÉ BONIFÁCIO,Mal iluminada,0,2
2020-07-18,COM VÍTIMA,TORRE,Perfeito estado,0,3
2020-07-18,COM VÍTIMA,IMBIRIBEIRA,Mal iluminada,0,2
2020-07-19,COM VÍTIMA,MANGUEIRA,Perfeito estado,0,2
2020-07-19,COM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-07-20,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-07-20,COM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-07-20,SEM VÍTIMA,PINA,Perfeito estado,0,2
2020-07-21,SEM VÍTIMA,CASA AMARELA,Perfeito estado,0,1
2020-07-21,COM VÍTIMA,VÁRZEA,Perfeito estado,0,2
2020-07-21,COM VÍTIMA,BONGI,Perfeito estado,0,2
2020-07-21,SEM VÍTIMA,BOA VISTA,Perfeito estado,0,2
2020-07-21,COM VÍTIMA,FUNDÃO,Perfeito estado,1,1
2020-07-21,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-07-21,COM VÍTIMA,IMBIRIBEIRA,Mal iluminada,0,2
2020-07-22,COM VÍTIMA,LINHA DO TIRO,Mal iluminada,0,2
2020-07-22,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,3
2020-07-22,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-07-23,COM VÍTIMA,SÃO JOSÉ,Perfeito estado,0,2
2020-07-23,SEM VÍTIMA,DERBY,Perfeito estado,0,2
2020-07-23,COM VÍTIMA,BOA VISTA,Perfeito estado,0,2
2020-07-23,COM VÍTIMA,TORRÕES,Perfeito estado,0,2
2020-07-24,COM VÍTIMA,COELHOS,Perfeito estado,0,2
2020-07-24,COM VÍTIMA,SANTO AMARO,Perfeito estado,1,1
2020-07-24,SEM VÍTIMA,DERBY,Perfeito estado,0,2
2020-07-24,SEM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,1
2020-07-24,SEM VÍTIMA,TORRÕES,Mal conservada,0,2
2020-07-24,COM VÍTIMA,SANCHO,Perfeito estado,0,2
2020-07-24,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-07-25,COM VÍTIMA,AFLITOS,Perfeito estado,0,3
2020-07-25,COM VÍTIMA,BARRO,Perfeito estado,0,2
2020-07-25,COM VÍTIMA,PRADO,Perfeito estado,0,3
2020-07-25,COM VÍTIMA,CAJUEIRO,Perfeito estado,0,2
2020-07-25,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-07-26,SEM VÍTIMA,VÁRZEA,Perfeito estado,0,2
2020-07-26,COM VÍTIMA,CÓRREGO DO JENIPAPO,Perfeito estado,0,2
2020-07-26,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-07-27,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,1
2020-07-27,COM VÍTIMA,TAMARINEIRA,Perfeito estado,0,2
2020-07-27,SEM VÍTIMA,GRAÇAS,Perfeito estado,0,2
2020-07-28,COM VÍTIMA,BOA VISTA,Perfeito estado,0,2
2020-07-28,COM VÍTIMA,ILHA DO RETIRO,Perfeito estado,0,2
2020-07-28,COM VÍTIMA,SÃO JOSÉ,Perfeito estado,0,5
2020-07-28,COM VÍTIMA,CAMPO GRANDE,Perfeito estado,0,2
2020-07-28,COM VÍTIMA,DOIS UNIDOS,Perfeito estado,0,2
2020-07-28,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-07-28,SEM VÍTIMA,GRAÇAS,Perfeito estado,0,2
2020-07-28,COM VÍTIMA,ÁGUA FRIA,Perfeito estado,0,2
2020-07-29,SEM VÍTIMA,JOANA BEZERRA,Perfeito estado,0,2
2020-07-29,COM VÍTIMA,ENCRUZILHADA,Perfeito estado,0,2
2020-07-29,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-07-29,SEM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-07-29,COM VÍTIMA,BOA VISTA,Outros,0,2
2020-07-29,COM VÍTIMA,IPSEP,Perfeito estado,0,2
2020-07-29,COM VÍTIMA,SAN MARTIN,Perfeito estado,0,2
2020-07-29,COM VÍTIMA,CAMPINA DO BARRETO,Perfeito estado,1,1
2020-07-29,SEM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-07-29,COM VÍTIMA,CASA AMARELA,Perfeito estado,1,1
2020-07-29,COM VÍTIMA,BOA VISTA,Perfeito estado,0,2
2020-07-29,SEM VÍTIMA,VASCO DA GAMA,Mal conservada,0,3
2020-07-29,COM VÍTIMA,CASA AMARELA,Perfeito estado,1,1
2020-07-29,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-07-29,VÍTIMA FATAL,CASA AMARELA,Perfeito estado,0,2
2020-07-29,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-07-30,COM VÍTIMA,CAMPO GRANDE,Perfeito estado,0,2
2020-07-30,COM VÍTIMA,TORREÃO,Perfeito estado,0,2
2020-07-30,COM VÍTIMA,SAN MARTIN,Perfeito estado,0,2
2020-07-30,COM VÍTIMA,CASA AMARELA,Perfeito estado,1,1
2020-07-30,VÍTIMA FATAL,IBURA,Mal iluminada,0,1
2020-07-31,COM VÍTIMA,VÁRZEA,Perfeito estado,0,1
2020-07-31,COM VÍTIMA,IPSEP,Perfeito estado,0,2
2020-07-31,COM VÍTIMA,SANTO ANTÔNIO,Perfeito estado,0,2
2020-07-31,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,1
2020-07-31,COM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-07-31,COM VÍTIMA,BOA VISTA,Perfeito estado,0,2
2020-08-01,COM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-08-02,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,3
2020-08-02,COM VÍTIMA,CAMPO GRANDE,Mal iluminada,0,2
2020-08-02,COM VÍTIMA,MONTEIRO,Perfeito estado,0,2
2020-08-02,COM VÍTIMA,ÁGUA FRIA,Perfeito estado,0,2
2020-08-02,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-08-02,COM VÍTIMA,AFOGADOS,Perfeito estado,0,1
2020-08-03,COM VÍTIMA,GRAÇAS,Perfeito estado,0,2
2020-08-03,COM VÍTIMA,SÃO JOSÉ,Perfeito estado,0,3
2020-08-03,COM VÍTIMA,TAMARINEIRA,Perfeito estado,0,2
2020-08-04,COM VÍTIMA,ESTÂNCIA,Perfeito estado,0,2
2020-08-04,COM VÍTIMA,IBURA,Perfeito estado,0,2
2020-08-05,COM VÍTIMA,ARRUDA,Perfeito estado,0,2
2020-08-05,COM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-08-05,COM VÍTIMA,MADALENA,Perfeito estado,0,1
2020-08-05,COM VÍTIMA,ARRUDA,Perfeito estado,0,2
2020-08-05,COM VÍTIMA,CORDEIRO,Perfeito estado,0,2
2020-08-05,COM VÍTIMA,CASA FORTE,Perfeito estado,0,2
2020-08-05,COM VÍTIMA,TORRE,Perfeito estado,0,3
2020-08-06,COM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-08-06,COM VÍTIMA,GRAÇAS,Perfeito estado,0,2
2020-08-06,VÍTIMA FATAL,CAMPO GRANDE,Perfeito estado,0,2
2020-08-06,COM VÍTIMA,JORDÃO,Perfeito estado,0,2
2020-08-06,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-08-07,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-08-07,COM VÍTIMA,PINA,Perfeito estado,0,3
2020-08-07,COM VÍTIMA,SANCHO,Perfeito estado,1,1
2020-08-07,COM VÍTIMA,BOA VISTA,Perfeito estado,0,2
2020-08-07,COM VÍTIMA,ILHA DO RETIRO,Perfeito estado,0,2
2020-08-07,COM VÍTIMA,SANTO AMARO,Mal conservada,0,2
2020-08-07,COM VÍTIMA,AREIAS,Perfeito estado,0,2
2020-08-08,SEM VÍTIMA,ARRUDA,Perfeito estado,0,1
2020-08-08,SEM VÍTIMA,CAMPO GRANDE,Perfeito estado,0,2
2020-08-08,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-08-08,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-08-08,COM VÍTIMA,ÁGUA FRIA,Perfeito estado,0,2
2020-08-08,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-08-08,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-08-08,COM VÍTIMA,BARRO,Mal conservada,0,2
2020-08-09,COM VÍTIMA,IBURA,Perfeito estado,0,2
2020-08-09,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,1
2020-08-09,SEM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-08-10,SEM VÍTIMA,IPSEP,Mal conservada,0,2
2020-08-11,COM VÍTIMA,SÃO JOSÉ,Perfeito estado,0,3
2020-08-11,COM VÍTIMA,AFOGADOS,Perfeito estado,0,2
2020-08-12,COM VÍTIMA,PARNAMIRIM,Perfeito estado,1,1
2020-08-13,COM VÍTIMA,TORREÃO,Perfeito estado,0,1
2020-08-13,SEM VÍTIMA,CORDEIRO,Perfeito estado,0,0
2020-08-13,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-08-13,COM VÍTIMA,IBURA,Perfeito estado,0,2
2020-08-13,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,1
2020-08-13,COM VÍTIMA,CASA FORTE,Perfeito estado,0,2
2020-08-14,COM VÍTIMA,CAJUEIRO,Perfeito estado,0,2
2020-08-14,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-08-14,COM VÍTIMA,MANGUEIRA,Perfeito estado,0,2
2020-08-14,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,1
2020-08-15,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,1
2020-08-15,COM VÍTIMA,CAMPO GRANDE,Perfeito estado,0,2
2020-08-16,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,4
2020-08-16,COM VÍTIMA,CASA FORTE,Perfeito estado,0,2
2020-08-16,COM VÍTIMA,MACAXEIRA,Perfeito estado,0,2
2020-08-16,COM VÍTIMA,VÁRZEA,Perfeito estado,0,2
2020-08-16,SEM VÍTIMA,TEJIPIÓ,Mal iluminada,0,2
2020-08-17,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-08-17,COM VÍTIMA,ÁGUA FRIA,Perfeito estado,0,2
2020-08-17,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-08-17,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-08-18,COM VÍTIMA,SANTO ANTÔNIO,Perfeito estado,0,2
2020-08-18,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-08-18,COM VÍTIMA,BOA VISTA,Perfeito estado,0,3
2020-08-18,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-08-18,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-08-19,COM VÍTIMA,IPUTINGA,Perfeito estado,1,0
2020-08-24,SEM VÍTIMA,IBURA,Perfeito estado,0,2
2020-08-19,SEM VÍTIMA,ESPINHEIRO,Perfeito estado,0,1
2020-08-19,SEM VÍTIMA,BOA VISTA,Perfeito estado,0,2
2020-08-19,COM VÍTIMA,MANGABEIRA,Perfeito estado,0,2
2020-08-19,COM VÍTIMA,BEBERIBE,Perfeito estado,0,2
2020-08-19,COM VÍTIMA,ALTO JOSÉ DO PINHO,Perfeito estado,1,2
2020-08-19,COM VÍTIMA,VÁRZEA,Perfeito estado,0,2
2020-08-20,COM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-08-20,COM VÍTIMA,BOA VISTA,Perfeito estado,0,3
2020-08-20,COM VÍTIMA,ALTO JOSÉ DO PINHO,Mal conservada,1,1
2020-08-20,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-08-20,COM VÍTIMA,CAXANGÁ,Mal conservada,0,3
2020-08-20,SEM VÍTIMA,VASCO DA GAMA,Perfeito estado,0,2
2020-08-21,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-08-21,COM VÍTIMA,BONGI,Perfeito estado,0,2
2020-08-21,COM VÍTIMA,TAMARINEIRA,Perfeito estado,0,2
2020-08-21,COM VÍTIMA,TORRE,Perfeito estado,0,2
2020-08-22,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-08-22,COM VÍTIMA,BEBERIBE,Perfeito estado,0,2
2020-08-22,COM VÍTIMA,PRADO,Perfeito estado,0,2
2020-08-22,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-08-22,COM VÍTIMA,IBURA,Mal conservada,5,1
2020-08-22,SEM VÍTIMA,BOA VISTA,Perfeito estado,0,2
2020-08-23,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-08-23,SEM VÍTIMA,IBURA,Perfeito estado,0,2
2020-08-23,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,1
2020-08-23,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-08-23,SEM VÍTIMA,ESPINHEIRO,Perfeito estado,0,1
2020-08-24,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,3
2020-08-24,COM VÍTIMA,DOIS IRMÃOS,Perfeito estado,0,2
2020-08-24,SEM VÍTIMA,TORRE,Perfeito estado,0,2
2020-08-24,COM VÍTIMA,TEJIPIÓ,Mal conservada,0,3
2020-08-24,COM VÍTIMA,CAJUEIRO,Mal iluminada,0,2
2020-08-25,COM VÍTIMA,IPSEP,Perfeito estado,2,1
2020-08-25,COM VÍTIMA,TORRÕES,Perfeito estado,0,2
2020-08-25,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-08-25,COM VÍTIMA,VÁRZEA,Perfeito estado,0,2
2020-08-25,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-08-25,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-08-25,COM VÍTIMA,AREIAS,Mal conservada,0,2
2020-08-25,COM VÍTIMA,PINA,Perfeito estado,0,2
2020-08-25,SEM VÍTIMA,PINA,Perfeito estado,0,2
2020-08-25,COM VÍTIMA,MADALENA,Perfeito estado,0,1
2020-08-26,COM VÍTIMA,CABANGA,Perfeito estado,0,2
2020-08-26,COM VÍTIMA,ROSARINHO,Perfeito estado,0,2
2020-08-26,COM VÍTIMA,IPUTINGA,Perfeito estado,0,2
2020-08-26,COM VÍTIMA,PARNAMIRIM,Perfeito estado,0,1
2020-08-27,COM VÍTIMA,ILHA JOANA BEZERRA,Perfeito estado,0,2
2020-08-27,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-08-27,COM VÍTIMA,CAMPO GRANDE,Perfeito estado,0,2
2020-08-27,COM VÍTIMA,BOA VISTA,Perfeito estado,0,2
2020-08-27,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-08-27,COM VÍTIMA,ESPINHEIRO,Perfeito estado,1,1
2020-08-27,SEM VÍTIMA,SÃO JOSÉ,Perfeito estado,0,2
2020-08-27,COM VÍTIMA,ESTÂNCIA,Perfeito estado,0,2
2020-08-28,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,1
2020-08-28,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-08-28,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-08-28,COM VÍTIMA,MACAXEIRA,Perfeito estado,1,1
2020-08-29,COM VÍTIMA,DOIS UNIDOS,Perfeito estado,1,1
2020-08-29,COM VÍTIMA,FUNDÃO,Perfeito estado,0,2
2020-08-29,COM VÍTIMA,SAN MARTIN,Mal conservada,0,2
2020-08-30,SEM VÍTIMA,CAMPINA DO BARRETO,Perfeito estado,0,1
2020-08-31,COM VÍTIMA,IPSEP,Perfeito estado,0,2
2020-08-31,COM VÍTIMA,PINA,Perfeito estado,0,2
2020-08-31,SEM VÍTIMA,GRAÇAS,Perfeito estado,0,2
2020-08-31,COM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-08-31,VÍTIMA FATAL,IPSEP,Perfeito estado,0,2
2020-08-31,COM VÍTIMA,PINA,Perfeito estado,0,2
2020-09-01,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-09-01,COM VÍTIMA,ÁGUA FRIA,Perfeito estado,0,2
2020-09-01,COM VÍTIMA,TORRE,Perfeito estado,0,2
2020-09-01,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,1
2020-09-02,COM VÍTIMA,VÁRZEA,Perfeito estado,0,2
2020-09-02,COM VÍTIMA,SÃO JOSÉ,Perfeito estado,0,2
2020-09-02,COM VÍTIMA,BOA VIAGEM,Mal iluminada,0,2
2020-09-02,COM VÍTIMA,PINA,Perfeito estado,0,2
2020-09-03,COM VÍTIMA,BONGI,Perfeito estado,0,2
2020-09-03,COM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-09-03,COM VÍTIMA,BOA VISTA,Perfeito estado,0,2
2020-09-03,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-09-03,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-09-04,COM VÍTIMA,SANTO AMARO,Perfeito estado,1,1
2020-09-04,COM VÍTIMA,CAJUEIRO,Perfeito estado,0,2
2020-09-04,COM VÍTIMA,CAMPO GRANDE,Perfeito estado,0,2
2020-09-04,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,3
2020-09-04,SEM VÍTIMA,BARRO,Perfeito estado,0,2
2020-09-04,COM VÍTIMA,ESTÂNCIA,Mal conservada,0,2
2020-09-04,SEM VÍTIMA,ENCRUZILHADA,Perfeito estado,0,1
2020-09-04,COM VÍTIMA,CAMPO GRANDE,Perfeito estado,1,1
2020-09-04,COM VÍTIMA,MANGUEIRA,Perfeito estado,0,2
2020-09-05,SEM VÍTIMA,BOA VISTA,Perfeito estado,0,1
2020-09-05,COM VÍTIMA,CIDADE UNIVERSITÁRIA,Perfeito estado,0,2
2020-09-05,VÍTIMA FATAL,PINA,Perfeito estado,0,1
2020-09-07,COM VÍTIMA,JARDIM SÃO PAULO,Perfeito estado,0,2
2020-09-06,COM VÍTIMA,CASA FORTE,Perfeito estado,0,2
2020-09-06,COM VÍTIMA,PASSARINHO,Perfeito estado,0,2
2020-09-06,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-09-06,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-09-07,COM VÍTIMA,VÁRZEA,Perfeito estado,0,2
2020-09-07,COM VÍTIMA,TORREÃO,Perfeito estado,0,2
2020-09-07,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-09-08,COM VÍTIMA,CAMPO GRANDE,Mal conservada,0,2
2020-09-08,COM VÍTIMA,PINA,Perfeito estado,0,2
2020-09-08,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-09-08,COM VÍTIMA,BOA VISTA,Perfeito estado,0,2
2020-09-08,COM VÍTIMA,BAIRRO DO RECIFE,Perfeito estado,0,2
2020-09-08,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-09-08,COM VÍTIMA,IBURA,Perfeito estado,0,1
2020-09-08,COM VÍTIMA,PINA,Perfeito estado,0,2
2020-09-08,COM VÍTIMA,AFOGADOS,Mal iluminada,0,2
2020-09-09,COM VÍTIMA,CASA FORTE,Perfeito estado,0,2
2020-09-09,COM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-09-09,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-09-09,COM VÍTIMA,GRAÇAS,Perfeito estado,0,2
2020-09-09,COM VÍTIMA,JAQUEIRA,Perfeito estado,0,2
2020-09-11,SEM VÍTIMA,PINA,Perfeito estado,0,2
2020-09-11,COM VÍTIMA,AFLITOS,Perfeito estado,0,1
2020-09-11,COM VÍTIMA,BOA VISTA,Perfeito estado,0,2
2020-09-11,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-09-11,COM VÍTIMA,ROSARINHO,Perfeito estado,0,2
2020-09-11,COM VÍTIMA,LINHA DO TIRO,Perfeito estado,0,2
2020-09-11,COM VÍTIMA,ENCRUZILHADA,Perfeito estado,0,2
2020-09-11,COM VÍTIMA,BOA VIAGEM,Mal iluminada,0,2
2020-09-11,COM VÍTIMA,CORDEIRO,Perfeito estado,0,2
2020-09-11,COM VÍTIMA,IPUTINGA,Perfeito estado,0,2
2020-09-11,COM VÍTIMA,IPUTINGA,Perfeito estado,0,2
2020-09-12,COM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-09-12,SEM VÍTIMA,AFOGADOS,Perfeito estado,0,2
2020-09-12,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-09-12,COM VÍTIMA,ESPINHEIRO,Perfeito estado,0,2
