data,natureza_acidente,bairro,conservacao_via,pedestre,veiculos
2020-03-31,COM VÍTIMA,GRAÇAS,Perfeito estado,1,1
2020-03-31,COM VÍTIMA,TORRÕES,Perfeito estado,0,2
2020-03-31,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-03-31,COM VÍTIMA,BOA VISTA,Perfeito estado,0,1
2020-03-31,SEM VÍTIMA,BOA VISTA,Perfeito estado,0,2
2020-04-01,COM VÍTIMA,PARNAMIRIM,Perfeito estado,0,2
2020-04-01,COM VÍTIMA,SANTO AMARO,Mal iluminada,0,2
2020-04-01,COM VÍTIMA,CABANGA,Perfeito estado,0,2
2020-04-02,COM VÍTIMA,JORDÃO,Perfeito estado,0,2
2020-04-02,COM VÍTIMA,ILHA JOANA BEZERRA,Perfeito estado,0,2
2020-04-02,COM VÍTIMA,TORRE,Perfeito estado,0,2
2020-04-02,COM VÍTIMA,CASA FORTE,Perfeito estado,0,2
2020-04-03,COM VÍTIMA,ÁGUA FRIA,Perfeito estado,0,2
2020-04-03,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-04-04,COM VÍTIMA,BOA VISTA,Perfeito estado,0,3
2020-04-04,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-04-14,COM VÍTIMA,AREIAS,Perfeito estado,0,2
2020-04-15,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-04-15,SEM VÍTIMA,BOA VISTA,Perfeito estado,0,2
2020-04-15,COM VÍTIMA,PINA,Perfeito estado,0,2
2020-04-16,COM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-04-16,COM VÍTIMA,DERBY,Perfeito estado,0,2
2020-04-16,COM VÍTIMA,DERBY,Perfeito estado,0,1
2020-04-16,COM VÍTIMA,ROSARINHO,Perfeito estado,0,1
2020-04-16,COM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-04-16,COM VÍTIMA,SANTO ANTÔNIO,Mal conservada,1,1
2020-04-16,COM VÍTIMA,ILHA DO LEITE,Perfeito estado,0,2
2020-04-17,COM VÍTIMA,SÃO JOSÉ,Mal iluminada,0,2
2020-04-17,COM VÍTIMA,TORREÃO,Perfeito estado,0,2
2020-04-17,COM VÍTIMA,IPUTINGA,Mal conservada,0,1
2020-04-17,SEM VÍTIMA,ENCRUZILHADA,Perfeito estado,0,2
2020-04-17,COM VÍTIMA,GRAÇAS,Perfeito estado,0,2
2020-04-17,SEM VÍTIMA,LINHA DO TIRO,Mal conservada,0,2
2020-04-18,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-04-18,SEM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-04-18,COM VÍTIMA,VÁRZEA,Perfeito estado,0,2
2020-04-18,COM VÍTIMA,CAMPO GRANDE,Perfeito estado,0,2
2020-04-19,SEM VÍTIMA,TORRE,Perfeito estado,0,1
2020-04-19,COM VÍTIMA,ILHA DO RETIRO,Perfeito estado,0,4
2020-04-19,COM VÍTIMA,BOA VISTA,Perfeito estado,0,2
2020-04-19,COM VÍTIMA,GRAÇAS,Perfeito estado,0,2
2020-04-19,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-04-19,COM VÍTIMA,JIQUIÁ,Perfeito estado,0,2
2020-04-19,COM VÍTIMA,ILHA DO RETIRO,Perfeito estado,0,2
2020-04-19,COM VÍTIMA,VASCO DA GAMA,Perfeito estado,0,2
2020-04-20,COM VÍTIMA,CAMPO GRANDE,Perfeito estado,0,2
2020-04-20,COM VÍTIMA,SANTO AMARO,Perfeito estado,1,1
2020-04-20,COM VÍTIMA,IBURA,Perfeito estado,0,1
2020-04-21,SEM VÍTIMA,BREJO DA GUABIRABA,Perfeito estado,0,2
2020-04-21,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,1
2020-04-22,SEM VÍTIMA,IPSEP,Perfeito estado,0,2
2020-04-22,SEM VÍTIMA,TORRÕES,Mal conservada,0,2
2020-04-22,COM VÍTIMA,ILHA DO RETIRO,Perfeito estado,0,2
2020-04-23,SEM VÍTIMA,GRAÇAS,Perfeito estado,0,1
2020-04-23,COM VÍTIMA,IBURA,Perfeito estado,0,2
2020-04-23,VÍTIMA FATAL,BOA VIAGEM,Mal iluminada,0,2
2020-04-24,COM VÍTIMA,AFOGADOS,Perfeito estado,0,1
2020-04-24,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,3
2020-04-25,COM VÍTIMA,MACAXEIRA,Perfeito estado,0,2
2020-04-25,COM VÍTIMA,ESTÂNCIA,Perfeito estado,0,1
2020-04-26,SEM VÍTIMA,ENCRUZILHADA,Perfeito estado,0,1
2020-04-27,SEM VÍTIMA,DERBY,Perfeito estado,0,2
2020-04-27,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-04-27,SEM VÍTIMA,ENCRUZILHADA,Perfeito estado,0,2
2020-04-28,COM VÍTIMA,CIDADE UNIVERSITÁRIA,Perfeito estado,0,1
2020-04-28,COM VÍTIMA,TORRE,Perfeito estado,0,2
2020-04-28,COM VÍTIMA,MADALENA,Perfeito estado,0,1
2020-04-28,COM VÍTIMA,TAMARINEIRA,Perfeito estado,0,2
2020-04-29,COM VÍTIMA,BARRO,Perfeito estado,0,2
2020-04-29,SEM VÍTIMA,BAIRRO DO RECIFE,Perfeito estado,0,2
2020-04-29,COM VÍTIMA,DERBY,Perfeito estado,0,2
2020-04-29,COM VÍTIMA,IBURA,Perfeito estado,0,2
2020-04-29,COM VÍTIMA,IPUTINGA,Mal conservada,0,3
2020-04-29,COM VÍTIMA,CORDEIRO,Perfeito estado,0,2
2020-04-30,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-04-30,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-04-30,COM VÍTIMA,ROSARINHO,Perfeito estado,0,1
2020-04-30,COM VÍTIMA,AFOGADOS,Perfeito estado,0,3
2020-04-30,COM VÍTIMA,ILHA JOANA BEZERRA,Perfeito estado,2,1
2020-05-01,COM VÍTIMA,CABANGA,Perfeito estado,0,1
2020-05-01,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-05-01,COM VÍTIMA,ÁGUA FRIA,Perfeito estado,1,1
2020-05-02,COM VÍTIMA,JORDÃO,Perfeito estado,0,2
2020-05-02,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-05-02,SEM VÍTIMA,ALTO SANTA TERESINHA,Perfeito estado,0,2
2020-05-03,COM VÍTIMA,TORRE,Perfeito estado,0,2
2020-05-03,COM VÍTIMA,AREIAS,Perfeito estado,0,2
2020-05-03,SEM VÍTIMA,BOA VISTA,Perfeito estado,0,1
2020-05-04,VÍTIMA FATAL,JARDIM SÃO PAULO,Perfeito estado,0,2
2020-05-04,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-05-04,SEM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-05-04,COM VÍTIMA,GUABIRABA,Outros,0,2
2020-05-04,COM VÍTIMA,CAMPO GRANDE,Perfeito estado,1,1
2020-05-05,SEM VÍTIMA,SANTO AMARO,Perfeito estado,0,0
2020-05-05,SEM VÍTIMA,CASA AMARELA,Perfeito estado,0,3
2020-05-06,SEM VÍTIMA,MUSTARDINHA,Mal iluminada,0,1
2020-05-06,SEM VÍTIMA,VÁRZEA,Perfeito estado,0,3
2020-05-06,COM VÍTIMA,SANTO ANTÔNIO,Perfeito estado,0,2
2020-05-06,COM VÍTIMA,PRADO,Perfeito estado,0,2
2020-05-07,SEM VÍTIMA,NOVA DESCOBERTA,Perfeito estado,0,1
2020-05-07,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-05-07,COM VÍTIMA,ILHA DO RETIRO,Perfeito estado,0,2
2020-05-07,COM VÍTIMA,PINA,Perfeito estado,0,2
2020-05-07,COM VÍTIMA,TEJIPIÓ,Mal iluminada,0,2
2020-05-08,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-05-08,COM VÍTIMA,ENGENHO DO MEIO,Perfeito estado,0,2
2020-05-08,COM VÍTIMA,ZUMBI,Perfeito estado,0,2
2020-05-08,COM VÍTIMA,VÁRZEA,Perfeito estado,0,2
2020-05-09,COM VÍTIMA,BOA VISTA,Perfeito estado,0,3
2020-05-09,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-05-09,COM VÍTIMA,FUNDÃO,Perfeito estado,0,3
2020-05-09,COM VÍTIMA,VÁRZEA,Perfeito estado,0,1
2020-05-09,COM VÍTIMA,NOVA DESCOBERTA,Perfeito estado,0,2
2020-05-09,COM VÍTIMA,MONTEIRO,Perfeito estado,1,1
2020-05-09,COM VÍTIMA,CORDEIRO,Perfeito estado,0,2
2020-05-10,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-05-10,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-05-10,COM VÍTIMA,IBURA,Perfeito estado,1,1
2020-05-10,COM VÍTIMA,LINHA DO TIRO,Perfeito estado,0,2
2020-05-11,COM VÍTIMA,PRADO,Perfeito estado,0,1
2020-05-11,COM VÍTIMA,ZUMBI,Perfeito estado,0,2
2020-05-11,SEM VÍTIMA,SAN MARTIN,Perfeito estado,0,2
2020-05-11,SEM VÍTIMA,TAMARINEIRA,Perfeito estado,0,2
2020-05-11,COM VÍTIMA,ESTÂNCIA,Perfeito estado,0,2
2020-05-12,COM VÍTIMA,BOMBA DO HEMETÉRIO,Perfeito estado,0,2
2020-05-12,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-05-12,COM VÍTIMA,AFOGADOS,Perfeito estado,0,2
2020-05-12,COM VÍTIMA,VÁRZEA,Perfeito estado,0,2
2020-05-13,COM VÍTIMA,ESPINHEIRO,Perfeito estado,1,1
2020-05-14,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-05-14,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-05-15,COM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-05-15,SEM VÍTIMA,SANTO ANTÔNIO,Perfeito estado,0,1
2020-05-15,COM VÍTIMA,ILHA DO LEITE,Perfeito estado,0,1
2020-05-15,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-05-15,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-05-15,COM VÍTIMA,CORDEIRO,Perfeito estado,0,2
2020-05-16,COM VÍTIMA,PINA,Perfeito estado,0,2
2020-05-16,SEM VÍTIMA,ZUMBI,Perfeito estado,0,1
2020-05-16,COM VÍTIMA,ILHA DO RETIRO,Perfeito estado,1,1
2020-05-17,COM VÍTIMA,BOMBA DO HEMETÉRIO,Perfeito estado,0,2
2020-05-17,COM VÍTIMA,TORRE,Perfeito estado,0,2
2020-05-18,COM VÍTIMA,SÃO JOSÉ,Perfeito estado,0,2
2020-05-18,COM VÍTIMA,VÁRZEA,Perfeito estado,0,2
2020-05-19,COM VÍTIMA,ARRUDA,Perfeito estado,0,2
2020-05-19,COM VÍTIMA,TORRÕES,Perfeito estado,0,1
2020-05-19,COM VÍTIMA,SAN MARTIN,Perfeito estado,0,2
2020-05-19,COM VÍTIMA,JARDIM SÃO PAULO,Perfeito estado,0,2
2020-05-20,SEM VÍTIMA,PINA,Perfeito estado,0,2
2020-05-20,SEM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-05-20,COM VÍTIMA,BOA VISTA,Perfeito estado,0,2
2020-05-20,COM VÍTIMA,CASA FORTE,Perfeito estado,0,4
2020-05-20,COM VÍTIMA,TEJIPIÓ,Perfeito estado,0,2
2020-05-21,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-05-21,COM VÍTIMA,CORDEIRO,Perfeito estado,0,2
2020-05-21,COM VÍTIMA,PINA,Perfeito estado,0,2
2020-05-22,SEM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-05-22,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-05-23,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-05-25,COM VÍTIMA,JARDIM SÃO PAULO,Mal conservada,0,2
2020-05-25,COM VÍTIMA,PRADO,Perfeito estado,0,2
2020-05-26,COM VÍTIMA,ARRUDA,Perfeito estado,0,2
2020-05-26,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-05-26,COM VÍTIMA,PRADO,Perfeito estado,0,2
2020-05-26,COM VÍTIMA,JARDIM SÃO PAULO,Perfeito estado,0,2
2020-05-26,COM VÍTIMA,ENCRUZILHADA,Perfeito estado,0,2
2020-05-27,SEM VÍTIMA,TORRÕES,Perfeito estado,0,2
2020-05-28,COM VÍTIMA,BOA VISTA,Perfeito estado,0,2
2020-05-28,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-05-28,COM VÍTIMA,IPSEP,Perfeito estado,0,2
2020-05-28,SEM VÍTIMA,ESTÂNCIA,Perfeito estado,0,2
2020-05-29,COM VÍTIMA,PINA,Perfeito estado,0,2
2020-05-29,COM VÍTIMA,ENCRUZILHADA,Perfeito estado,0,2
2020-05-30,COM VÍTIMA,CABANGA,Perfeito estado,0,1
2020-05-30,COM VÍTIMA,IPSEP,Perfeito estado,0,2
2020-05-30,SEM VÍTIMA,LINHA DO TIRO,Mal conservada,0,0
2020-05-30,COM VÍTIMA,CAÇOTE,Perfeito estado,0,2
2020-05-30,COM VÍTIMA,DERBY,Perfeito estado,0,2
2020-05-30,COM VÍTIMA,BEBERIBE,Mal iluminada,0,2
2020-05-30,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-05-31,SEM VÍTIMA,BAIRRO DO RECIFE,Perfeito estado,0,1
2020-05-31,COM VÍTIMA,CORDEIRO,Perfeito estado,0,2
2020-05-27,SEM VÍTIMA,TORRÕES,Perfeito estado,0,2
2020-05-28,SEM VÍTIMA,PINA,Perfeito estado,0,2
2020-06-01,VÍTIMA FATAL,SÃO JOSÉ,Perfeito estado,0,2
2020-06-01,COM VÍTIMA,CABANGA,Perfeito estado,0,2
2020-06-01,COM VÍTIMA,CAMPO GRANDE,Perfeito estado,0,3
2020-06-01,SEM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-06-01,COM VÍTIMA,PARNAMIRIM,Perfeito estado,0,2
2020-06-01,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-06-01,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-06-02,COM VÍTIMA,BONGI,Perfeito estado,0,2
2020-06-02,COM VÍTIMA,AFOGADOS,Perfeito estado,0,2
2020-06-02,VÍTIMA FATAL,IPSEP,Perfeito estado,1,1
2020-06-02,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-06-02,SEM VÍTIMA,TAMARINEIRA,Perfeito estado,0,2
2020-06-02,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-06-03,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-06-03,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-06-03,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-06-03,COM VÍTIMA,JIQUIÁ,Perfeito estado,0,2
2020-06-03,SEM VÍTIMA,ILHA DO LEITE,Perfeito estado,0,2
2020-06-03,COM VÍTIMA,ENCRUZILHADA,Perfeito estado,0,2
2020-06-04,COM VÍTIMA,ROSARINHO,Perfeito estado,0,2
2020-06-04,SEM VÍTIMA,TORRÕES,Perfeito estado,0,3
2020-06-04,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-06-05,SEM VÍTIMA,CORDEIRO,Perfeito estado,0,2
2020-06-05,SEM VÍTIMA,ESPINHEIRO,Perfeito estado,0,2
2020-06-05,COM VÍTIMA,TORRE,Perfeito estado,0,2
2020-06-05,COM VÍTIMA,VASCO DA GAMA,Perfeito estado,0,2
2020-06-05,COM VÍTIMA,AFOGADOS,Perfeito estado,0,2
2020-06-06,COM VÍTIMA,APIPUCOS,Perfeito estado,0,2
2020-06-06,COM VÍTIMA,SÃO JOSÉ,Perfeito estado,1,1
2020-06-06,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-06-06,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-06-07,COM VÍTIMA,VASCO DA GAMA,Perfeito estado,0,2
2020-06-07,SEM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,0
2020-06-07,SEM VÍTIMA,TAMARINEIRA,Perfeito estado,0,2
2020-06-08,COM VÍTIMA,TORRE,Perfeito estado,0,2
2020-06-08,SEM VÍTIMA,ÁGUA FRIA,Perfeito estado,0,2
2020-06-08,COM VÍTIMA,IBURA,Perfeito estado,0,5
2020-06-08,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-06-08,COM VÍTIMA,ENCRUZILHADA,Perfeito estado,0,2
2020-06-08,COM VÍTIMA,CASA FORTE,Perfeito estado,1,1
2020-06-09,COM VÍTIMA,MACAXEIRA,Perfeito estado,0,2
2020-06-09,COM VÍTIMA,BOA VISTA,Perfeito estado,0,1
2020-06-09,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,3
2020-06-09,COM VÍTIMA,ESTÂNCIA,Perfeito estado,0,2
2020-06-09,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-06-09,SEM VÍTIMA,SAN MARTIN,Perfeito estado,0,2
2020-06-09,COM VÍTIMA,CAMPO GRANDE,Perfeito estado,1,1
2020-06-09,SEM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-06-10,COM VÍTIMA,IBURA,Mal conservada,1,1
2020-06-10,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,1
2020-06-10,COM VÍTIMA,NOVA DESCOBERTA,Perfeito estado,0,2
2020-06-10,COM VÍTIMA,BEBERIBE,Perfeito estado,0,2
2020-06-10,COM VÍTIMA,GRAÇAS,Perfeito estado,0,2
2020-06-10,SEM VÍTIMA,CORDEIRO,Perfeito estado,0,2
2020-06-10,SEM VÍTIMA,CORDEIRO,Mal iluminada,0,2
2020-06-11,SEM VÍTIMA,ESPINHEIRO,Perfeito estado,0,2
2020-06-11,COM VÍTIMA,AREIAS,Perfeito estado,0,2
2020-06-11,COM VÍTIMA,TORRE,Perfeito estado,0,2
2020-06-11,SEM VÍTIMA,CORDEIRO,Perfeito estado,0,2
2020-06-12,COM VÍTIMA,CORDEIRO,Perfeito estado,0,2
2020-06-12,COM VÍTIMA,CORDEIRO,Perfeito estado,0,2
2020-06-12,COM VÍTIMA,JIQUIÁ,Perfeito estado,0,3
2020-06-12,COM VÍTIMA,APIPUCOS,Perfeito estado,0,2
2020-06-12,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-06-13,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-06-14,COM VÍTIMA,CABANGA,Perfeito estado,0,1
2020-06-14,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-06-15,SEM VÍTIMA,MUSTARDINHA,Perfeito estado,0,2
2020-06-15,SEM VÍTIMA,SÍTIO DOS PINTOS,Outros,0,1
2020-06-15,SEM VÍTIMA,SÃO JOSÉ,Perfeito estado,0,2
2020-06-15,COM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-06-16,COM VÍTIMA,VÁRZEA,Perfeito estado,0,2
2020-06-16,SEM VÍTIMA,IBURA,Perfeito estado,0,2
2020-06-16,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,1
2020-06-17,COM VÍTIMA,IBURA,Perfeito estado,0,2
2020-06-17,COM VÍTIMA,CASA FORTE,Perfeito estado,0,2
2020-06-17,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-06-17,COM VÍTIMA,JIQUIÁ,Perfeito estado,0,2
2020-06-17,COM VÍTIMA,JORDÃO,Mal iluminada,0,3
2020-06-18,COM VÍTIMA,IPUTINGA,Perfeito estado,0,2
2020-06-18,COM VÍTIMA,IPSEP,Perfeito estado,0,2
2020-06-18,SEM VÍTIMA,MADALENA,Mal conservada,0,2
2020-06-18,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-06-18,SEM VÍTIMA,TAMARINEIRA,Perfeito estado,0,0
2020-06-18,COM VÍTIMA,SÃO JOSÉ,Perfeito estado,0,2
2020-06-19,VÍTIMA FATAL,JOANA BEZERRA,Perfeito estado,0,2
2020-06-19,SEM VÍTIMA,CASA FORTE,Perfeito estado,0,1
2020-06-19,SEM VÍTIMA,ESPINHEIRO,Perfeito estado,0,2
2020-06-19,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-06-19,COM VÍTIMA,TORRÕES,Perfeito estado,0,3
2020-06-19,COM VÍTIMA,ÁGUA FRIA,Perfeito estado,0,2
2020-06-19,COM VÍTIMA,TAMARINEIRA,Perfeito estado,1,1
2020-06-20,SEM VÍTIMA,BOA VISTA,Perfeito estado,0,1
2020-06-20,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-06-20,SEM VÍTIMA,CASA FORTE,Perfeito estado,0,3
2020-06-20,SEM VÍTIMA,CASA FORTE,Perfeito estado,0,2
2020-06-20,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,4
2020-06-21,COM VÍTIMA,AREIAS,Mal conservada,0,2
2020-06-21,COM VÍTIMA,SÍTIO DOS PINTOS,Perfeito estado,2,2
2020-06-21,SEM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-06-22,COM VÍTIMA,SANTO AMARO,Perfeito estado,1,1
2020-06-22,COM VÍTIMA,GRAÇAS,Perfeito estado,0,2
2020-06-22,COM VÍTIMA,MACAXEIRA,Perfeito estado,0,2
2020-06-22,SEM VÍTIMA,IBURA,Perfeito estado,0,2
2020-06-22,COM VÍTIMA,CORDEIRO,Perfeito estado,0,2
2020-06-22,COM VÍTIMA,ESTÂNCIA,Mal conservada,0,1
2020-06-22,SEM VÍTIMA,IBURA,Perfeito estado,0,2
2020-06-22,SEM VÍTIMA,ROSARINHO,Perfeito estado,0,4
2020-06-22,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-06-22,COM VÍTIMA,VÁRZEA,Perfeito estado,0,1
2020-06-23,SEM VÍTIMA,MACAXEIRA,Perfeito estado,0,1
2020-06-23,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,1
2020-06-23,SEM VÍTIMA,ÁGUA FRIA,Perfeito estado,0,2
2020-06-23,COM VÍTIMA,SANTO AMARO,Perfeito estado,1,1
2020-06-23,SEM VÍTIMA,AFOGADOS,Perfeito estado,0,2
2020-06-23,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-06-23,SEM VÍTIMA,SAN MARTIN,Perfeito estado,0,2
2020-06-23,COM VÍTIMA,ARRUDA,Perfeito estado,0,2
2020-06-24,SEM VÍTIMA,TORRE,Perfeito estado,0,2
2020-06-24,COM VÍTIMA,TEJIPIÓ,Mal iluminada,0,2
2020-06-24,COM VÍTIMA,NOVA DESCOBERTA,Perfeito estado,0,2
2020-06-25,COM VÍTIMA,ILHA DO RETIRO,Perfeito estado,0,2
2020-06-25,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-06-25,SEM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-06-25,SEM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,3
2020-06-25,COM VÍTIMA,TORRE,Perfeito estado,0,2
2020-06-26,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-06-26,COM VÍTIMA,TORREÃO,Perfeito estado,0,1
2020-06-26,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-06-26,SEM VÍTIMA,PINA,Perfeito estado,0,2
2020-06-26,SEM VÍTIMA,IPSEP,Perfeito estado,0,2
2020-06-26,SEM VÍTIMA,SANTO AMARO,Perfeito estado,0,4
2020-06-26,COM VÍTIMA,ILHA DO RETIRO,Perfeito estado,0,2
2020-06-27,SEM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-06-27,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-06-28,COM VÍTIMA,ILHA DO RETIRO,Perfeito estado,0,2
2020-06-28,COM VÍTIMA,NOVA DESCOBERTA,Perfeito estado,0,2
2020-06-28,COM VÍTIMA,TORRÕES,Perfeito estado,1,1
2020-06-29,COM VÍTIMA,ESPINHEIRO,Perfeito estado,0,2
2020-06-29,COM VÍTIMA,VÁRZEA,Perfeito estado,0,2
2020-06-29,COM VÍTIMA,SAN MARTIN,Perfeito estado,0,2
2020-06-29,COM VÍTIMA,VÁRZEA,Perfeito estado,0,2
2020-06-29,SEM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-06-29,SEM VÍTIMA,IPSEP,Perfeito estado,1,1
2020-06-29,COM VÍTIMA,IMBIRIBEIRA,Mal iluminada,1,1
2020-06-30,COM VÍTIMA,PINA,Perfeito estado,0,2
2020-06-30,COM VÍTIMA,TAMARINEIRA,Perfeito estado,0,2
2020-06-30,SEM VÍTIMA,ENCRUZILHADA,Perfeito estado,0,2
2020-06-30,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,3
2020-07-01,COM VÍTIMA,CAXANGÁ,Perfeito estado,0,2
2020-07-01,SEM VÍTIMA,CORDEIRO,Perfeito estado,0,2
2020-07-01,COM VÍTIMA,SAN MARTIN,Perfeito estado,0,2
2020-07-01,COM VÍTIMA,VASCO DA GAMA,Perfeito estado,0,2
2020-07-01,COM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-07-01,SEM VÍTIMA,ALTO JOSÉ DO PINHO,Perfeito estado,0,2
2020-07-01,COM VÍTIMA,AREIAS,Perfeito estado,0,2
2020-07-01,SEM VÍTIMA,ÁGUA FRIA,Perfeito estado,0,2
2020-07-02,COM VÍTIMA,IPSEP,Perfeito estado,0,2
2020-07-02,COM VÍTIMA,ESTÂNCIA,Perfeito estado,0,2
2020-07-02,SEM VÍTIMA,CABANGA,Perfeito estado,0,2
2020-07-02,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-07-02,COM VÍTIMA,ENCRUZILHADA,Perfeito estado,0,2
2020-07-02,COM VÍTIMA,TEJIPIÓ,Perfeito estado,0,2
2020-07-03,SEM VÍTIMA,BONGI,Perfeito estado,0,2
2020-07-03,SEM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,1
2020-07-03,COM VÍTIMA,SÃO JOSÉ,Perfeito estado,0,1
2020-07-03,COM VÍTIMA,ARRUDA,Perfeito estado,0,2
2020-07-03,COM VÍTIMA,SÃO JOSÉ,Perfeito estado,0,2
2020-07-03,SEM VÍTIMA,PAISSANDU,Perfeito estado,0,2
2020-07-03,COM VÍTIMA,TORREÃO,Perfeito estado,0,2
2020-07-03,COM VÍTIMA,GRAÇAS,Perfeito estado,0,2
2020-07-04,COM VÍTIMA,BOA VIAGEM,Perfeito estado,0,2
2020-07-04,SEM VÍTIMA,SANTO AMARO,Perfeito estado,0,1
2020-07-04,COM VÍTIMA,SANTO AMARO,Perfeito estado,0,2
2020-07-05,SEM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
2020-07-05,SEM VÍTIMA,SÃO JOSÉ,Perfeito estado,0,1
2020-07-05,COM VÍTIMA,CASA AMARELA,Perfeito estado,0,2
2020-07-05,COM VÍTIMA,MADALENA,Perfeito estado,0,2
2020-07-05,SEM VÍTIMA,LINHA DO TIRO,Perfeito estado,0,2
2020-07-06,COM VÍTIMA,BOA VISTA,Perfeito estado,0,2
2020-07-06,SEM VÍTIMA,IMBIRIBEIRA,Perfeito estado,0,2
